total_sessions,completed_sessions,completion_rate,favorite_count,favorite_rate,avg_duration_minutes,avg_active_seconds,avg_engagement_ratio,calm_type_ratio,balanced_type_ratio,active_type_ratio,feedback_positive_score,feedback_present_rate,target_label
40,27,0.675,6,0.15,25.3311,1503.9902,0.9896,0.059,0.314,0.627,0.7121,0.6084,active
22,16,0.7273,0,0.0,13.2673,490.045,0.6156,0.2424,0.4948,0.2628,0.6602,0.5482,balanced
20,11,0.55,6,0.3,21.4957,1072.4906,0.8316,0.2807,0.4359,0.2834,0.4841,0.3419,balanced
50,40,0.8,15,0.3,40.8962,1962.2326,0.7997,0.0737,0.1864,0.7399,0.5548,0.4557,active
19,8,0.4211,5,0.2632,11.081,450.2406,0.6772,0.7252,0.2357,0.0391,0.5278,0.2558,calm
35,25,0.7143,1,0.0286,37.906,2438.7662,1.0723,0.1325,0.1835,0.684,0.625,0.5102,active
25,14,0.56,5,0.2,8.6276,320.6579,0.6194,0.6722,0.2205,0.1073,0.5499,0.2348,calm
15,8,0.5333,0,0.0,18.2442,910.9838,0.8322,0.4041,0.3291,0.2668,0.399,0.4476,balanced
30,21,0.7,6,0.2,36.3533,1950.5925,0.8943,0.0531,0.2819,0.665,0.7151,0.9445,active
18,10,0.5556,4,0.2222,8.2333,373.1567,0.7554,0.5846,0.2958,0.1196,0.4203,0.3539,calm
59,40,0.678,9,0.1525,40.8418,2360.4386,0.9632,0.0504,0.1336,0.8161,0.7862,0.6811,active
13,5,0.3846,2,0.1538,11.1304,508.6748,0.7617,0.6085,0.2944,0.0972,0.1833,0.1956,calm
21,19,0.9048,5,0.2381,22.5884,982.3003,0.7248,0.107,0.2398,0.6532,0.9249,0.527,active
49,28,0.5714,7,0.1429,14.7674,696.9541,0.7866,0.2581,0.4615,0.2804,0.7375,0.3418,balanced
70,52,0.7429,8,0.1143,24.0616,1587.5444,1.0996,0.1493,0.207,0.6438,0.8478,0.674,active
21,12,0.5714,5,0.2381,14.2855,705.3201,0.8229,0.2162,0.4651,0.3186,0.3589,0.2601,balanced
52,33,0.6346,15,0.2885,26.953,1292.4757,0.7992,0.0752,0.3266,0.5981,0.7025,0.8865,active
11,5,0.4545,2,0.1818,17.7378,944.3377,0.8873,0.2921,0.3534,0.3545,0.625,0.3454,balanced
74,65,0.8784,1,0.0135,25.6791,1123.7918,0.7294,0.0383,0.2012,0.7605,0.8372,0.4587,active
23,16,0.6957,1,0.0435,37.2037,2208.7934,0.9895,0.0705,0.2727,0.6569,0.6222,0.6799,active
20,16,0.8,4,0.2,36.8501,1744.6264,0.7891,0.0489,0.1805,0.7706,0.7064,0.5184,active
47,28,0.5957,13,0.2766,19.251,1066.2167,0.9231,0.2862,0.4121,0.3017,0.4823,0.6209,balanced
10,4,0.4,2,0.2,5.2891,221.4706,0.6979,0.6947,0.1992,0.1062,0.5428,0.404,calm
46,24,0.5217,4,0.087,21.6012,941.9518,0.7268,0.2592,0.5053,0.2355,0.5728,0.4274,balanced
48,31,0.6458,10,0.2083,23.3388,997.4107,0.7123,0.0193,0.2209,0.7598,0.5817,0.4399,active
77,51,0.6623,8,0.1039,31.8535,1545.5109,0.8087,0.1215,0.1992,0.6794,0.9887,0.5786,active
5,3,0.6,1,0.2,10.1911,241.8902,0.3956,0.7108,0.2306,0.0585,0.31,0.3068,calm
5,4,0.8,1,0.2,6.7655,218.0235,0.5371,0.8543,0.0968,0.0489,0.1794,0.3629,calm
39,33,0.8462,8,0.2051,21.444,755.3959,0.5871,0.2324,0.5158,0.2518,0.6326,0.6261,balanced
37,18,0.4865,9,0.2432,15.5863,715.7381,0.7653,0.389,0.4299,0.1811,0.3739,0.2396,balanced
26,21,0.8077,6,0.2308,20.8674,734.0983,0.5863,0.3329,0.401,0.266,0.4698,0.49,balanced
22,13,0.5909,4,0.1818,20.9973,1103.7982,0.8761,0.3354,0.4285,0.2361,0.4935,0.4078,balanced
40,25,0.625,14,0.35,43.6466,2747.4982,1.0491,0.1052,0.2376,0.6572,0.9815,0.9052,active
35,19,0.5429,6,0.1714,5.9481,204.7058,0.5736,0.7513,0.1435,0.1052,0.4859,0.434,calm
38,32,0.8421,8,0.2105,14.177,704.2396,0.8279,0.3189,0.3711,0.31,0.4806,0.5701,balanced
36,27,0.75,0,0.0,19.8046,893.1271,0.7516,0.222,0.5466,0.2313,0.6094,0.595,balanced
24,16,0.6667,1,0.0417,17.5386,898.0562,0.8534,0.4438,0.3755,0.1807,0.4433,0.6545,balanced
37,24,0.6486,8,0.2162,29.9747,1972.1953,1.0966,0.1053,0.246,0.6487,0.7232,0.6687,active
23,16,0.6957,1,0.0435,9.3542,395.5151,0.7047,0.6738,0.2848,0.0414,0.261,0.0679,calm
22,15,0.6818,1,0.0455,9.5787,237.982,0.4141,0.6581,0.2096,0.1324,0.4903,0.1389,calm
19,15,0.7895,3,0.1579,42.0072,2740.6018,1.0874,0.0987,0.1633,0.7381,0.8995,0.774,active
27,21,0.7778,7,0.2593,37.3502,2066.7469,0.9222,0.0352,0.2367,0.7281,0.949,0.4606,active
44,36,0.8182,4,0.0909,18.7757,846.9058,0.7518,0.3026,0.5279,0.1695,0.4651,0.5218,balanced
40,27,0.675,9,0.225,22.1404,1156.1171,0.8703,0.1643,0.2084,0.6273,0.6334,0.6685,active
14,5,0.3571,1,0.0714,8.1511,371.4218,0.7595,0.7272,0.2124,0.0604,0.3989,0.3656,calm
75,51,0.68,24,0.32,30.5223,1902.8599,1.0391,0.1271,0.2568,0.6161,0.5859,0.3926,active
26,15,0.5769,4,0.1538,6.7199,229.5812,0.5694,0.7604,0.1911,0.0485,0.3641,0.1213,calm
9,7,0.7778,3,0.3333,15.8333,739.4832,0.7784,0.2977,0.4283,0.274,0.5721,0.2315,balanced
8,4,0.5,2,0.25,20.4201,861.322,0.703,0.2877,0.3845,0.3278,0.5165,0.4814,balanced
7,5,0.7143,1,0.1429,10.4572,305.7301,0.4873,0.7237,0.189,0.0873,0.5083,0.2669,calm
8,5,0.625,1,0.125,13.9261,497.3274,0.5952,0.3187,0.3978,0.2835,0.5998,0.2762,balanced
26,19,0.7308,3,0.1154,19.2422,866.7328,0.7507,0.2747,0.435,0.2903,0.5219,0.5464,balanced
26,14,0.5385,7,0.2692,15.0095,760.4727,0.8444,0.2666,0.41,0.3234,0.5742,0.2079,balanced
21,15,0.7143,3,0.1429,20.3595,1064.7686,0.8716,0.1012,0.1239,0.7749,0.9049,0.5708,active
8,5,0.625,2,0.25,18.0339,821.8167,0.7595,0.2891,0.4367,0.2742,0.4118,0.6959,balanced
41,30,0.7317,6,0.1463,12.9063,495.3015,0.6396,0.234,0.4832,0.2828,0.3754,0.5055,balanced
25,19,0.76,1,0.04,13.6976,610.0443,0.7423,0.3311,0.4569,0.212,0.6037,0.4512,balanced
29,24,0.8276,1,0.0345,39.6151,1937.3463,0.8151,0.0452,0.2477,0.7071,0.6772,0.4325,active
35,24,0.6857,12,0.3429,26.115,1274.8774,0.8136,0.113,0.3165,0.5704,0.7207,0.4896,active
40,28,0.7,12,0.3,42.6347,2477.5624,0.9685,0.1426,0.3009,0.5565,0.8173,0.3721,active
50,31,0.62,17,0.34,13.025,475.3638,0.6083,0.3369,0.4174,0.2457,0.6637,0.2219,balanced
43,36,0.8372,4,0.093,25.3996,1317.2152,0.8643,0.1346,0.2356,0.6298,0.7691,0.8893,active
33,15,0.4545,2,0.0606,10.5722,462.1714,0.7286,0.7641,0.2,0.0358,0.4735,0.364,calm
17,10,0.5882,2,0.1176,14.0519,511.8118,0.6071,0.3342,0.431,0.2348,0.6408,0.3372,balanced
33,18,0.5455,4,0.1212,13.5888,514.425,0.6309,0.3374,0.4939,0.1687,0.7411,0.6264,balanced
39,28,0.7179,6,0.1538,17.803,912.2548,0.854,0.3147,0.411,0.2743,0.5269,0.2695,balanced
15,9,0.6,4,0.2667,17.8934,672.4925,0.6264,0.3946,0.4398,0.1656,0.5444,0.6049,balanced
49,41,0.8367,11,0.2245,21.3432,891.4428,0.6961,0.2703,0.4743,0.2554,0.6963,0.5564,balanced
47,28,0.5957,5,0.1064,18.5181,759.9601,0.684,0.289,0.3729,0.3381,0.6172,0.5921,balanced
41,33,0.8049,13,0.3171,41.1935,2398.0688,0.9702,0.0421,0.2847,0.6732,0.8738,0.6744,active
30,11,0.3667,1,0.0333,10.0825,481.8701,0.7965,0.598,0.302,0.1,0.4782,0.4401,calm
28,25,0.8929,4,0.1429,36.6785,2215.7002,1.0068,0.135,0.2632,0.6018,0.6227,0.6613,active
46,26,0.5652,7,0.1522,15.5063,556.7405,0.5984,0.2792,0.4684,0.2523,0.6966,0.33,balanced
39,34,0.8718,5,0.1282,42.8315,2020.1841,0.7861,0.1115,0.2463,0.6422,0.6894,0.8928,active
16,10,0.625,0,0.0,6.1991,188.6987,0.5073,0.8274,0.1223,0.0503,0.5708,0.4293,calm
19,8,0.4211,1,0.0526,5.2921,151.5786,0.4774,0.7817,0.1623,0.056,0.1516,0.2209,calm
17,7,0.4118,2,0.1176,9.4215,317.5867,0.5618,0.7937,0.1326,0.0737,0.3669,0.2427,calm
35,25,0.7143,7,0.2,8.5006,194.5327,0.3814,0.8671,0.1193,0.0136,0.2246,0.077,calm
34,20,0.5882,10,0.2941,10.7278,474.3641,0.737,0.7099,0.2693,0.0208,0.1689,0.3422,calm
80,52,0.65,0,0.0,44.3411,2210.2239,0.8308,0.0881,0.2492,0.6626,0.6911,0.5806,active
20,13,0.65,1,0.05,11.8041,593.6418,0.8382,0.6989,0.1963,0.1048,0.3172,0.0743,calm
50,40,0.8,0,0.0,18.9182,728.2416,0.6416,0.3357,0.4123,0.252,0.4413,0.3176,balanced
30,14,0.4667,6,0.2,11.1588,484.9266,0.7243,0.8681,0.088,0.0439,0.3021,0.2541,calm
36,18,0.5,6,0.1667,12.7111,686.2907,0.8999,0.3089,0.4561,0.235,0.381,0.2945,balanced
68,52,0.7647,14,0.2059,22.4858,1317.3538,0.9764,0.1229,0.2394,0.6378,0.8314,0.9468,active
23,13,0.5652,4,0.1739,6.6232,180.865,0.4551,0.6484,0.2693,0.0824,0.2636,0.3206,calm
41,35,0.8537,5,0.122,20.2568,1004.5278,0.8265,0.1927,0.1346,0.6726,0.6859,0.5243,active
28,24,0.8571,3,0.1071,15.8513,856.2449,0.9003,0.3581,0.3541,0.2878,0.6693,0.5866,balanced
7,5,0.7143,2,0.2857,9.1179,280.2127,0.5122,0.7673,0.1404,0.0923,0.2133,0.1088,calm
14,8,0.5714,0,0.0,14.2012,538.0535,0.6315,0.3651,0.4028,0.2321,0.3718,0.4748,balanced
25,13,0.52,3,0.12,11.8354,321.022,0.4521,0.7841,0.1654,0.0505,0.4327,0.113,calm
15,10,0.6667,2,0.1333,8.9142,246.071,0.4601,0.745,0.1503,0.1047,0.4422,0.3259,calm
21,11,0.5238,0,0.0,20.3703,1108.4233,0.9069,0.2069,0.5125,0.2806,0.3507,0.214,balanced
10,6,0.6,2,0.2,13.4792,491.6585,0.6079,0.2916,0.3947,0.3137,0.3567,0.2074,balanced
20,7,0.35,7,0.35,8.3061,342.1853,0.6866,0.7419,0.148,0.1101,0.1664,0.0936,calm
9,5,0.5556,1,0.1111,10.1764,350.9353,0.5748,0.6781,0.2962,0.0256,0.3113,0.2535,calm
15,11,0.7333,4,0.2667,34.5583,1801.3688,0.8688,0.1237,0.3003,0.576,0.7575,0.6812,active
20,19,0.95,4,0.2,38.8289,2295.2429,0.9852,0.0464,0.1414,0.8122,0.6793,0.39,active
25,14,0.56,8,0.32,6.3924,232.7921,0.6069,0.6071,0.282,0.111,0.3318,0.1778,calm
28,14,0.5,7,0.25,5.9808,231.595,0.6454,0.7414,0.2364,0.0222,0.4159,0.218,calm
16,11,0.6875,1,0.0625,21.9851,948.6115,0.7191,0.3512,0.4287,0.2201,0.5018,0.2495,balanced
41,34,0.8293,2,0.0488,17.5729,620.9886,0.589,0.2631,0.4427,0.2941,0.5673,0.3268,balanced
63,48,0.7619,4,0.0635,41.9482,2415.9691,0.9599,0.098,0.2638,0.6382,0.6454,0.847,active
41,26,0.6341,12,0.2927,27.3693,1230.9445,0.7496,0.0797,0.2223,0.698,0.8726,0.4751,active
20,9,0.45,1,0.05,9.4686,439.5376,0.7737,0.7142,0.2122,0.0736,0.3981,0.0862,calm
60,46,0.7667,19,0.3167,34.4669,1743.527,0.8431,0.1425,0.2948,0.5627,0.5605,0.4613,active
34,23,0.6765,0,0.0,8.3584,274.6506,0.5477,0.8284,0.1393,0.0323,0.5932,0.1438,calm
29,18,0.6207,8,0.2759,10.9979,314.2829,0.4763,0.7851,0.1754,0.0394,0.2156,0.3381,calm
76,50,0.6579,23,0.3026,30.9846,1655.9373,0.8907,0.0155,0.1747,0.8098,0.687,0.4109,active
45,32,0.7111,4,0.0889,20.6827,931.0766,0.7503,0.2332,0.4833,0.2835,0.4958,0.6265,balanced
28,11,0.3929,0,0.0,5.9593,294.419,0.8234,0.6545,0.2869,0.0586,0.5181,0.1825,calm
25,13,0.52,2,0.08,11.4963,560.8728,0.8131,0.834,0.1516,0.0145,0.2651,0.241,calm
13,9,0.6923,1,0.0769,10.9481,389.1914,0.5925,0.6652,0.2971,0.0377,0.316,0.3514,calm
33,16,0.4848,9,0.2727,6.0491,237.422,0.6541,0.6731,0.252,0.0749,0.2005,0.1515,calm
50,35,0.7,11,0.22,13.0811,469.4034,0.5981,0.2723,0.4045,0.3232,0.5617,0.6103,balanced
52,45,0.8654,5,0.0962,30.5061,1957.5356,1.0695,0.026,0.3107,0.6633,0.5739,0.7393,active
36,26,0.7222,1,0.0278,17.0294,851.483,0.8333,0.2682,0.4609,0.2709,0.6799,0.6133,balanced
45,42,0.9333,0,0.0,33.0395,1944.755,0.981,0.1428,0.1559,0.7013,0.8882,0.8945,active
17,12,0.7059,3,0.1765,11.4346,344.5834,0.5023,0.8195,0.1658,0.0147,0.183,0.0602,calm
24,15,0.625,5,0.2083,40.6845,2541.2127,1.041,0.0166,0.3006,0.6828,0.7315,0.9355,active
71,60,0.8451,8,0.1127,31.1307,1513.6182,0.8104,0.1532,0.1171,0.7297,0.9963,0.5704,active
20,10,0.5,1,0.05,7.1453,320.9592,0.7486,0.705,0.2328,0.0622,0.5893,0.3661,calm
30,21,0.7,4,0.1333,8.017,194.7197,0.4048,0.7974,0.1092,0.0934,0.5166,0.4274,calm
32,13,0.4062,9,0.2812,7.2019,354.3129,0.82,0.6367,0.2738,0.0895,0.2196,0.3927,calm
21,15,0.7143,6,0.2857,15.4171,818.1137,0.8844,0.2625,0.3549,0.3826,0.492,0.3048,balanced
8,4,0.5,0,0.0,8.1586,400.9304,0.819,0.7614,0.2163,0.0224,0.2127,0.257,calm
19,9,0.4737,5,0.2632,9.4466,262.6681,0.4634,0.6648,0.2602,0.075,0.3814,0.4342,calm
22,17,0.7727,5,0.2273,43.6428,2834.2851,1.0824,0.1252,0.255,0.6197,0.7954,0.5226,active
26,10,0.3846,1,0.0385,5.4481,263.657,0.8066,0.681,0.2259,0.0931,0.3205,0.2699,calm
10,8,0.8,2,0.2,20.9525,1046.7622,0.8326,0.3277,0.4896,0.1827,0.4332,0.4462,balanced
24,16,0.6667,8,0.3333,11.3023,430.0058,0.6341,0.5949,0.3102,0.0949,0.3864,0.2701,calm
56,48,0.8571,4,0.0714,29.9728,1777.0618,0.9882,0.0171,0.1733,0.8096,0.7862,0.6754,active
26,15,0.5769,7,0.2692,7.6919,304.3801,0.6595,0.6232,0.3261,0.0508,0.4121,0.4185,calm
18,15,0.8333,3,0.1667,20.2182,936.7786,0.7722,0.243,0.4318,0.3252,0.5391,0.2484,balanced
72,57,0.7917,5,0.0694,41.0389,2667.8711,1.0835,0.0721,0.1348,0.7931,0.9676,0.6873,active
61,56,0.918,21,0.3443,30.7591,1332.6577,0.7221,0.1653,0.2079,0.6268,0.7917,0.4534,active
14,9,0.6429,2,0.1429,11.4495,566.5988,0.8248,0.6996,0.2724,0.028,0.3303,0.2175,calm
15,13,0.8667,2,0.1333,44.637,2522.1693,0.9417,0.0469,0.246,0.7071,0.5711,0.9043,active
18,8,0.4444,5,0.2778,18.2908,751.0118,0.6843,0.301,0.4397,0.2593,0.5123,0.6366,balanced
11,8,0.7273,3,0.2727,21.5136,1001.3041,0.7757,0.3086,0.4252,0.2663,0.658,0.6583,balanced
64,43,0.6719,18,0.2812,36.2495,2093.3995,0.9625,0.1041,0.1921,0.7038,0.9764,0.4681,active
23,12,0.5217,6,0.2609,11.3895,490.325,0.7175,0.696,0.2746,0.0293,0.201,0.1191,calm
69,47,0.6812,24,0.3478,22.1439,1214.311,0.914,0.1402,0.1444,0.7154,0.7711,0.93,active
19,17,0.8947,0,0.0,41.2622,2539.8756,1.0259,0.0559,0.2198,0.7243,0.8161,0.5535,active
28,20,0.7143,9,0.3214,12.1192,598.5971,0.8232,0.2392,0.4875,0.2733,0.6309,0.5838,balanced
28,19,0.6786,2,0.0714,5.4482,146.7886,0.449,0.6587,0.2935,0.0478,0.1879,0.105,calm
47,43,0.9149,7,0.1489,25.9715,1223.9913,0.7855,0.1194,0.1954,0.6852,0.8473,0.5646,active
29,21,0.7241,7,0.2414,12.579,606.0763,0.803,0.3376,0.4185,0.2439,0.4789,0.3323,balanced
24,14,0.5833,5,0.2083,7.8988,281.7315,0.5945,0.6647,0.2707,0.0647,0.5318,0.3595,calm
24,17,0.7083,4,0.1667,33.0491,1834.1446,0.925,0.1183,0.1838,0.6979,0.6062,0.4393,active
9,5,0.5556,2,0.2222,10.7182,246.2642,0.3829,0.7187,0.2068,0.0745,0.2478,0.0742,calm
24,13,0.5417,1,0.0417,14.0693,468.8254,0.5554,0.2417,0.4334,0.3249,0.7034,0.4453,balanced
34,28,0.8235,3,0.0882,24.5179,1415.9318,0.9625,0.1419,0.1608,0.6973,0.7033,0.4813,active
18,13,0.7222,4,0.2222,21.9251,858.3425,0.6525,0.2571,0.4534,0.2895,0.3916,0.6436,balanced
59,43,0.7288,0,0.0,38.8218,1702.1971,0.7308,0.0757,0.2935,0.6308,0.8287,0.4333,active
56,53,0.9464,18,0.3214,32.1001,1463.1765,0.7597,0.0789,0.2192,0.702,0.9118,0.4343,active
49,39,0.7959,17,0.3469,37.8961,2234.2437,0.9826,0.0563,0.2603,0.6834,0.9688,0.7087,active
16,12,0.75,0,0.0,11.9438,431.3039,0.6019,0.7251,0.2158,0.0591,0.1889,0.2512,calm
19,11,0.5789,3,0.1579,11.2992,463.6283,0.6839,0.6113,0.3525,0.0362,0.5019,0.3075,calm
73,47,0.6438,2,0.0274,43.9927,2184.8908,0.8277,0.1245,0.2232,0.6523,0.8873,0.5987,active
18,11,0.6111,3,0.1667,13.7988,506.3985,0.6116,0.3901,0.3946,0.2153,0.6736,0.4691,balanced
66,60,0.9091,16,0.2424,23.9283,1527.8878,1.0642,0.1375,0.1892,0.6732,0.8293,0.7407,active
22,10,0.4545,7,0.3182,12.0613,530.4285,0.733,0.3755,0.4548,0.1697,0.53,0.3722,balanced
10,7,0.7,2,0.2,20.7889,919.1936,0.7369,0.2419,0.4574,0.3007,0.6647,0.3792,balanced
20,12,0.6,7,0.35,11.9643,332.3086,0.4629,0.7928,0.1748,0.0324,0.5327,0.0811,calm
9,7,0.7778,1,0.1111,17.1188,904.0762,0.8802,0.3644,0.4023,0.2333,0.7135,0.4796,balanced
24,22,0.9167,5,0.2083,34.8057,1624.0728,0.7777,0.0584,0.3159,0.6257,0.6139,0.4094,active
26,16,0.6154,6,0.2308,10.7758,496.2392,0.7675,0.6933,0.2189,0.0878,0.3389,0.3866,calm
28,25,0.8929,5,0.1786,23.9024,1285.9683,0.8967,0.1275,0.1724,0.7001,0.6211,0.9306,active
9,7,0.7778,2,0.2222,7.7521,235.7564,0.5069,0.6118,0.2778,0.1104,0.326,0.3759,calm
32,22,0.6875,8,0.25,13.6184,500.6458,0.6127,0.2357,0.3614,0.4029,0.5244,0.6555,balanced
44,30,0.6818,14,0.3182,19.457,768.4234,0.6582,0.3616,0.3635,0.2748,0.4654,0.262,balanced
57,48,0.8421,1,0.0175,23.3441,1273.338,0.9091,0.1489,0.2632,0.5879,0.9702,0.6428,active
43,38,0.8837,1,0.0233,25.7285,1602.5796,1.0381,0.0989,0.2168,0.6844,0.8706,0.5862,active
34,22,0.6471,1,0.0294,14.1615,572.1437,0.6734,0.2979,0.5073,0.1948,0.6784,0.368,balanced
19,7,0.3684,0,0.0,6.8992,305.3057,0.7375,0.6048,0.2962,0.099,0.4426,0.0905,calm
21,12,0.5714,2,0.0952,6.5759,180.0894,0.4564,0.7656,0.1284,0.106,0.246,0.3153,calm
37,19,0.5135,1,0.027,13.658,735.9915,0.8981,0.3323,0.4942,0.1735,0.642,0.6801,balanced
46,32,0.6957,12,0.2609,34.3595,1528.7133,0.7415,0.0708,0.2582,0.671,0.6002,0.8741,active
30,14,0.4667,2,0.0667,10.3107,401.2065,0.6485,0.71,0.2727,0.0174,0.4336,0.3471,calm
32,22,0.6875,7,0.2188,10.1971,400.2201,0.6541,0.713,0.1766,0.1104,0.469,0.1122,calm
7,4,0.5714,1,0.1429,11.447,296.6311,0.4319,0.598,0.2922,0.1098,0.2356,0.161,calm
15,9,0.6,0,0.0,15.2701,599.8485,0.6547,0.3392,0.464,0.1968,0.5793,0.6306,balanced
49,47,0.9592,3,0.0612,34.646,2272.6632,1.0933,0.0563,0.2658,0.6779,0.8206,0.5533,active
35,13,0.3714,11,0.3143,7.8766,250.5487,0.5302,0.6537,0.2714,0.0749,0.4012,0.3308,calm
16,8,0.5,4,0.25,10.3235,338.5876,0.5466,0.6761,0.3007,0.0232,0.2878,0.3154,calm
15,6,0.4,4,0.2667,9.1823,221.7638,0.4025,0.7178,0.1877,0.0945,0.3099,0.35,calm
35,32,0.9143,9,0.2571,34.2604,1527.2896,0.743,0.1432,0.2514,0.6054,0.7228,0.7368,active
45,28,0.6222,2,0.0444,40.805,2150.7715,0.8785,0.1122,0.1458,0.742,0.8965,0.8422,active
27,11,0.4074,7,0.2593,5.8604,171.8201,0.4886,0.658,0.2796,0.0624,0.284,0.2584,calm
17,11,0.6471,3,0.1765,40.8674,2064.288,0.8419,0.056,0.2073,0.7367,0.7776,0.6022,active
17,9,0.5294,1,0.0588,8.1556,258.5886,0.5285,0.5976,0.2914,0.1109,0.332,0.1327,calm
45,32,0.7111,10,0.2222,30.3322,1349.0464,0.7413,0.1015,0.1913,0.7073,0.6125,0.8536,active
31,28,0.9032,8,0.2581,27.662,1725.5486,1.0397,0.0376,0.2516,0.7108,0.936,0.6676,active
28,18,0.6429,0,0.0,43.9481,2644.9619,1.0031,0.1477,0.1816,0.6708,0.5642,0.388,active
64,54,0.8438,8,0.125,44.7524,2128.5465,0.7927,0.1653,0.2891,0.5456,0.8786,0.8653,active
66,64,0.9697,11,0.1667,30.279,1446.4134,0.7962,0.052,0.2975,0.6505,0.9292,0.5991,active
16,10,0.625,0,0.0,7.2416,251.6933,0.5793,0.8072,0.1608,0.032,0.1648,0.0508,calm
23,14,0.6087,8,0.3478,17.5989,611.4243,0.579,0.3403,0.4216,0.2381,0.3914,0.6104,balanced
13,5,0.3846,4,0.3077,6.4339,289.5872,0.7502,0.7792,0.1502,0.0706,0.2765,0.1704,calm
75,56,0.7467,22,0.2933,27.3774,1443.5447,0.8788,0.0402,0.135,0.8248,0.6221,0.6835,active
11,6,0.5455,1,0.0909,14.7755,735.4161,0.8295,0.3804,0.3956,0.224,0.6105,0.3081,balanced
17,11,0.6471,0,0.0,28.3347,1774.3134,1.0437,0.0352,0.2857,0.6791,0.7462,0.9465,active
17,9,0.5294,5,0.2941,11.9766,342.5321,0.4767,0.6425,0.2943,0.0632,0.4722,0.1643,calm
41,19,0.4634,13,0.3171,19.3823,703.9742,0.6053,0.3664,0.4317,0.2019,0.7256,0.5425,balanced
19,10,0.5263,3,0.1579,7.1459,349.82,0.8159,0.7259,0.1824,0.0917,0.3253,0.2792,calm
32,31,0.9688,5,0.1562,35.8872,1839.3542,0.8542,0.1093,0.2538,0.6369,0.6056,0.5171,active
19,7,0.3684,1,0.0526,9.3619,253.0109,0.4504,0.6503,0.2249,0.1247,0.5216,0.4175,calm
57,38,0.6667,4,0.0702,38.0584,2269.1448,0.9937,0.0927,0.1871,0.7202,0.9423,0.5995,active
17,8,0.4706,0,0.0,15.1425,830.9498,0.9146,0.2451,0.4889,0.266,0.4723,0.5586,balanced
9,4,0.4444,2,0.2222,7.3106,204.3637,0.4659,0.7589,0.1659,0.0752,0.4621,0.0823,calm
42,23,0.5476,4,0.0952,17.8379,917.9902,0.8577,0.2673,0.3816,0.3511,0.5596,0.3584,balanced
42,29,0.6905,12,0.2857,14.7876,773.722,0.872,0.2337,0.5634,0.2028,0.3566,0.5669,balanced
27,15,0.5556,9,0.3333,12.5294,434.7813,0.5783,0.3493,0.421,0.2297,0.4987,0.475,balanced
32,14,0.4375,1,0.0312,6.5352,262.0111,0.6682,0.7453,0.1691,0.0855,0.2597,0.378,calm
29,15,0.5172,1,0.0345,7.907,248.2601,0.5233,0.7632,0.1882,0.0486,0.579,0.4343,calm
54,47,0.8704,5,0.0926,35.1643,1637.0647,0.7759,0.1515,0.2988,0.5497,0.8284,0.3596,active
34,33,0.9706,5,0.1471,29.8432,1357.4988,0.7581,0.0169,0.2801,0.703,0.5859,0.7438,active
8,4,0.5,1,0.125,6.8165,264.9145,0.6477,0.8657,0.1213,0.013,0.3915,0.3708,calm
14,7,0.5,3,0.2143,6.4024,323.6858,0.8426,0.8606,0.1092,0.0302,0.4503,0.2451,calm
32,13,0.4062,8,0.25,10.306,272.4363,0.4406,0.7236,0.2668,0.0096,0.4492,0.2229,calm
53,35,0.6604,0,0.0,44.8598,2168.0935,0.8055,0.099,0.1813,0.7197,0.6786,0.5179,active
21,8,0.381,3,0.1429,6.5838,334.9667,0.848,0.687,0.2396,0.0734,0.2368,0.3212,calm
49,33,0.6735,3,0.0612,29.7254,1804.3477,1.0117,0.0456,0.2482,0.7063,0.6205,0.4493,active
17,11,0.6471,0,0.0,5.6759,198.0366,0.5815,0.7585,0.1341,0.1074,0.2321,0.1357,calm
50,31,0.62,2,0.04,14.536,495.7138,0.5684,0.3888,0.4162,0.1949,0.7389,0.2366,balanced
12,6,0.5,2,0.1667,9.2846,229.4844,0.4119,0.6676,0.2737,0.0587,0.2507,0.0737,calm
29,18,0.6207,0,0.0,5.5152,257.5905,0.7784,0.8376,0.1146,0.0478,0.5575,0.1161,calm
26,18,0.6923,2,0.0769,11.1436,481.2484,0.7198,0.6867,0.2968,0.0165,0.398,0.0583,calm
9,7,0.7778,2,0.2222,6.2021,183.6071,0.4934,0.733,0.1617,0.1053,0.4647,0.3791,calm
19,14,0.7368,0,0.0,23.5,1299.2745,0.9215,0.1864,0.172,0.6416,0.7211,0.4209,active
28,15,0.5357,9,0.3214,18.0905,759.7337,0.6999,0.1983,0.5568,0.2449,0.5854,0.2157,balanced
32,15,0.4688,7,0.2188,18.9998,631.7455,0.5542,0.2428,0.5139,0.2433,0.5149,0.3655,balanced
46,43,0.9348,8,0.1739,40.6355,2181.7362,0.8948,0.0308,0.2157,0.7534,0.643,0.6466,active
46,34,0.7391,2,0.0435,40.6018,2000.7657,0.8213,0.0937,0.206,0.7003,0.8064,0.7571,active
52,33,0.6346,11,0.2115,23.9515,1342.6192,0.9343,0.1521,0.116,0.7319,0.7409,0.6452,active
43,31,0.7209,4,0.093,14.806,507.7024,0.5715,0.2314,0.4225,0.3461,0.4172,0.3445,balanced
73,52,0.7123,6,0.0822,35.2653,2188.7091,1.0344,0.0637,0.2537,0.6826,0.8607,0.4629,active
37,33,0.8919,8,0.2162,43.8609,2887.0661,1.0971,0.1227,0.2343,0.643,0.9385,0.7568,active
